gcc_code16,date,precip,tmax,tmin,vapourpres_h09,vapourpres_h15
5GPER,2014-03-03,0,30.4617650905386,18.5861788331338,19.0255338278105,19.4084309746692
5GPER,2014-03-04,0,30.9257684429797,16.879233213779,14.6011031012641,12.6236352316635
5GPER,2014-03-05,0,31.3673987917093,17.116202473143,13.4648371839879,13.6017597648958
5GPER,2014-03-06,0,33.8952449069571,17.3590497863616,13.7064929911428,15.7687056479089
5GPER,2014-03-07,0,37.0422190300431,22.545657602698,15.5532418796889,16.3241561559435
5GPER,2014-03-08,0,26.0249727967403,20.4038751732592,17.0291790796477,17.2605270577132
5GPER,2014-03-09,0.000103450044190045,25.4144677880344,14.4157314238718,12.065535094452,12.4563869102828
5GPER,2014-03-10,7.84262709196747e-06,28.148765823288,14.3943382018738,13.964673978132,14.5013871029761
5GPER,2014-03-11,0,32.7936641912865,16.5366419726784,13.388991875218,13.4124443943881
5GPER,2014-03-12,0,36.9405633160687,20.4116793359162,14.3903256962943,14.8007062086814
5GPER,2014-03-13,0.17293191376733,27.1187619322491,21.5083123674909,21.3965875676718,20.3349098069249
5GPER,2014-03-14,0.0010888296831816,24.9428008672112,15.1243742963457,15.7074553451595,13.8579034364184
5GPER,2014-03-15,0,23.7560015615497,10.8327375313427,11.4164155260363,12.6322519203729
5GPER,2014-03-16,0,26.5899668583,13.3299878764241,13.7148595844185,15.6017728442876
5GPER,2014-03-17,0.000425003082124583,27.8617024733182,15.2738241671851,17.4625090143187,18.1782149102515
5GPER,2014-03-18,0,29.3343402006767,17.1900268793407,17.3114518276877,17.9319085264807
5GPER,2014-03-19,1.6598661456817e-05,30.8143456333714,18.1298869883961,17.4719288062467,17.6144928756757
5GPER,2014-03-20,5.11290260119877e-05,31.0953534507888,18.3421458136323,15.1349462456924,13.1670863028359
5GPER,2014-03-21,1.32506133863541,28.1060968845093,16.6187901124795,15.08209751646,15.735804984953
5GPER,2014-03-22,0.00966127596048695,31.7077680219572,18.9503901922007,16.382565469889,16.6209183984633
5GPER,2014-03-23,0.870097195319323,33.5077897810895,20.4109160447052,16.7752474189304,16.0542679585082
5GPER,2014-03-24,0.00104479089041805,33.6509170552069,22.2471584123586,15.5424162074422,20.5604199155334
5GPER,2014-03-25,0.248019594295903,27.4046006249601,21.4776538582887,20.1878239498849,21.7737130686399
5GPER,2014-03-26,0.128700891681125,29.6541434075355,20.6972863352951,15.7068870661723,15.5613985442997
5GPER,2014-03-27,0.00013899528733814,28.7698724868075,18.2088739819078,18.8018691703635,19.0383835452799
5GPER,2014-03-28,1.61059763023733e-05,32.3026349194471,17.5473868770538,17.0969283622842,17.0417698311692
5GPER,2014-03-29,4.69213708737018e-05,24.9213627814162,18.7225720145795,19.6893979992232,19.0730570422164
5GPER,2014-03-30,5.82403604216746,21.6813950016728,15.860890065768,14.0565929573937,15.2327880972768
5GPER,2014-03-31,1.24026207559133,22.7135232072558,14.6139931162699,17.5266227182508,13.8461501427368
5GPER,2014-04-01,1.04238710192721,23.6594829416935,15.7057281380208,14.3385775271942,11.6828781517519
5GPER,2014-04-02,0.00160256236998819,24.4099440892662,11.831435675233,10.5601046832287,10.8072109667211
5GPER,2014-04-03,0.00047970648304718,26.8126040944915,13.3363897353421,10.8167377707748,9.51479926568995
5GPER,2014-04-04,0.000660772995212061,29.0075121326062,13.1539709992752,10.0119454458024,11.885254430775
5GPER,2014-04-05,0.00487653539738623,29.2610599889296,15.76913213428,12.1358719397358,13.488189740251
5GPER,2014-04-06,0.0957259629335236,25.1229804193282,14.9117033326432,18.2825321255183,15.9063715585428
5GPER,2014-04-07,0.421831808889094,24.6711764189271,14.3838899638324,14.8310215829627,15.2277402777299
5GPER,2014-04-08,0.000724866929095637,29.1829327805776,14.1774750756711,14.7400547055531,13.9027821453572
5GPER,2014-04-09,0.00047970648304718,30.4204303412571,17.4460198156404,13.2188599705949,11.4949702363215
5GPER,2014-04-10,0.00552950599659087,32.1618359482837,20.6778492437498,15.2934269167614,12.6380937513508
5GPER,2014-04-11,8.49972238598694e-06,34.0529504179753,19.4922282815515,14.5612372622984,14.1147174687161
5GPER,2014-04-12,0,31.1659130029155,19.6892219532986,15.0882630668606,17.2103293846289
5GPER,2014-04-13,0,31.6581161015452,17.5780793247729,17.5932525819786,17.4827889379236
5GPER,2014-04-14,0.00047970648304718,29.5992090515439,17.0504393542915,18.1604864195202,19.8908843334233
5GPER,2014-04-15,0.00257183524391188,25.0222911156576,16.7024632052769,18.9655931871406,15.9350178937336
5GPER,2014-04-16,0.131381142578312,24.1576023294374,16.2902491380941,17.2067372071224,16.2375464380139
5GPER,2014-04-17,0.00539952395953644,24.9294086592371,12.0461196640612,14.3350292858117,14.3510152000426
5GPER,2014-04-18,2.91936681040384e-06,27.381245702529,14.927254770388,14.2789991931692,13.7647057456892
5GPER,2014-04-19,0,25.0757812635856,13.0379709224825,14.9049271235032,15.1039445496131
5GPER,2014-04-20,0.000480608753494619,24.1100264474169,13.1357953130204,14.459329529323,15.0168492824784
5GPER,2014-04-21,0.000678871949667742,22.6391290633476,10.9649173501175,12.260922453174,10.4494769699649
5GPER,2014-04-22,0,23.4155428973365,9.23860493818223,10.2754594126114,10.7079398727393
